symbol,direction,entry_time,exit_time,entry_price,exit_price,lots,stop_price,pyramid_index,exit_reason,gross_pl,commission,net_pl
XAGUSD.var,short,2021-09-29,2021-10-13,21.98053377520032,23.222726234560593,0.22,23.197726234560594,2,stop,-27.32823410592598,2.2,-29.52823410592598
XAGUSD.var,long,2022-08-10,2022-08-18,20.782951524035006,19.61574745994165,0.23,19.64074745994165,1,stop,-26.845693474147154,2.3000000000000003,-29.145693474147155
XAGUSD.var,short,2020-11-30,2020-12-01,22.034058152230735,23.747903079615444,0.16,23.722903079615445,1,stop,-27.42151883815535,1.6,-29.02151883815535
XAGUSD.var,short,2020-11-27,2020-12-04,22.658,24.36941571303654,0.16,24.34441571303654,0,stop,-27.382651408584596,1.6,-28.982651408584598
XAGUSD.var,long,2021-12-28,2022-01-06,23.291698934658104,22.2371684422365,0.25,22.262168442236497,1,stop,-26.363262310540136,2.5,-28.863262310540136
XAGUSD.var,short,2021-07-27,2021-08-04,24.721223644352907,25.87462725941182,0.23,25.84962725941182,1,stop,-26.528283146355,2.3000000000000003,-28.828283146355
XAGUSD.var,long,2022-01-20,2022-01-27,24.260988444482873,23.160268414043585,0.24,23.185268414043584,2,stop,-26.417280730542895,2.4000000000000004,-28.817280730542898
XAGUSD.var,short,2022-08-31,2022-09-12,18.231824876736106,19.324105978788722,0.24,19.299105978788724,2,stop,-26.214746449262805,2.4000000000000004,-28.614746449262803
XAGUSD.var,long,2020-12-21,2021-01-08,26.649864997266512,24.844715583291176,0.15,24.869715583291175,2,stop,-27.07724120963004,1.5,-28.57724120963004
XAGUSD.var,long,2021-11-11,2021-11-23,25.256,24.057775874971245,0.22,24.082775874971244,0,stop,-26.360930750632612,2.2,-28.56093075063261
