time,rolling_expectancy,rolling_profit_factor,rolling_win_rate
2017-07-17,18.166092388425522,2.6992490506968347,0.5
2017-07-17,18.968972706370128,2.918426074766694,0.5
2017-07-17,19.340310156789123,3.032304872098296,0.5
2017-07-17,16.98460794521897,2.6740514097311356,0.4666666666666667
2017-09-18,16.983010021533527,2.6738939138144278,0.4666666666666667
2017-09-18,17.573420786341362,2.732086483012071,0.4666666666666667
2017-09-18,17.575354589920508,2.7322770842092403,0.4666666666666667
2017-09-18,17.971733350357432,2.771345305556304,0.4666666666666667
2017-12-05,15.096413727763087,2.3745092617814882,0.43333333333333335
2017-12-18,12.527253157337798,2.060301313080249,0.4
2017-12-20,10.453206371066623,1.8390215954559348,0.36666666666666664
2018-02-06,10.66924177044999,1.8563615731652907,0.36666666666666664
2018-02-06,12.613022107394416,2.0872435680165005,0.4
2018-02-06,14.275152378576127,2.3280208627322754,0.43333333333333335
2018-02-06,10.094818121583522,1.9391233603271663,0.43333333333333335
2018-08-24,8.811465018021863,1.8197327121166502,0.43333333333333335
2018-08-24,7.557702700445308,1.703094901850746,0.43333333333333335
2018-08-24,6.330460183897625,1.5889242350595905,0.43333333333333335
2018-08-24,9.201105167969134,1.935565869240333,0.4666666666666667
2018-10-02,9.315089004763747,1.9582618212017364,0.4666666666666667
2018-10-31,8.666422338097073,1.8593533486495977,0.43333333333333335
2018-10-31,8.016299754747639,1.7467483869113096,0.43333333333333335
2018-10-31,7.525298262068388,1.67034891504466,0.43333333333333335
2018-11-16,7.361792688930268,1.646369582684644,0.43333333333333335
2018-12-03,7.399805431724621,1.6518828083341286,0.43333333333333335
2019-02-28,10.724660742262943,2.0222484739259508,0.4666666666666667
2019-02-28,13.66658507433518,2.402960601556826,0.5
2019-02-28,16.432311717814887,2.84477016141782,0.5333333333333333
2019-02-28,18.92853495699379,3.3465154740143257,0.5666666666666667
2019-03-13,18.584853073844123,3.209762747850396,0.5666666666666667
2019-03-20,17.490696705616408,2.899271321298464,0.5333333333333333
2019-03-28,16.699493336039335,2.6698883714460955,0.5333333333333333
2019-05-08,16.27319203280954,2.5607281804720667,0.5333333333333333
2019-05-13,16.102382527544115,2.5194545112744624,0.5333333333333333
2019-09-09,21.095850094888572,2.9906485602995443,0.5333333333333333
2019-09-09,25.517582380653828,3.407892471736957,0.5333333333333333
2019-09-09,30.547626242869736,3.8825379364859587,0.5333333333333333
2019-09-09,34.994328410911535,4.302138058267163,0.5333333333333333
2020-03-13,36.84631470017255,4.775176723039231,0.5666666666666667
2020-03-13,38.36316897910066,5.296718339761703,0.6
2020-03-13,39.38099387402104,5.753585994824704,0.6333333333333333
2020-03-13,38.083627974521384,5.5969840464393155,0.6333333333333333
2020-04-06,38.2649358063622,5.61886928308285,0.6333333333333333
2020-04-06,38.351610385034625,5.6293315650811815,0.6333333333333333
2020-04-06,38.332461371022184,5.62702013319819,0.6333333333333333
2020-04-06,35.63431062485136,5.3013327815799665,0.6333333333333333
2020-09-21,38.41410359277561,5.636874971376093,0.6333333333333333
2020-09-21,42.63947931702932,6.146910013405211,0.6333333333333333
2020-09-21,46.55572369728945,6.6196305470176515,0.6333333333333333
2020-09-21,53.1721259030603,8.098627721610526,0.6666666666666666
2020-09-29,52.65527520552245,7.575884029432938,0.6666666666666666
