time,rolling_profit_factor,rolling_expectancy,rolling_win_rate
2021-10-14,0.8343934328324244,-2.6601283212726665,0.2
2021-11-02,0.4629668353053272,-8.735026915330716,0.16666666666666666
2021-11-02,0.10181874775935044,-15.06613348034099,0.13333333333333333
2021-11-02,0.10216513480060894,-15.009261709818766,0.13333333333333333
2021-11-23,0.10199634649513216,-15.036926068173187,0.13333333333333333
2021-12-22,0.11680069933968146,-13.995845006011105,0.16666666666666666
2021-12-22,0.1229579173638799,-13.202305703705262,0.16666666666666666
2021-12-22,0.12710063036889915,-12.711661699994462,0.16666666666666666
2021-12-22,0.12796052812917327,-12.613800859748093,0.16666666666666666
2022-01-06,0.12787624185500676,-12.623334896445098,0.16666666666666666
2022-01-06,0.12489807493795083,-12.968470114031355,0.16666666666666666
2022-01-27,0.11776562558106209,-13.866002771243386,0.16666666666666666
2022-01-27,0.11735160128086224,-13.921453099226474,0.16666666666666666
2022-01-27,0.11308830260284257,-14.516053099226477,0.16666666666666666
2022-03-15,0.12778830080298817,-13.884623523425496,0.2
2022-03-15,0.1669480497922094,-12.595199941756517,0.23333333333333334
2022-03-15,0.14583963098092276,-13.303754068450926,0.2
2022-03-15,0.14506738017253512,-13.386667214481385,0.2
2022-04-21,0.10396276321276583,-14.835481757996062,0.16666666666666666
2022-07-28,0.24039993065328613,-12.290802877541035,0.2
2022-07-28,0.37262338047467475,-9.862877223235119,0.23333333333333334
2022-07-28,0.5027377696496764,-7.339531305572124,0.26666666666666666
2022-07-28,0.5352262952195023,-6.8600045369220535,0.26666666666666666
2022-08-18,0.49361911546363085,-7.966082290230073,0.23333333333333334
2022-08-18,0.47846521815741144,-8.464325573507232,0.23333333333333334
2022-09-09,0.4664342223468407,-8.88294584092781,0.23333333333333334
2022-09-12,0.46346618833701925,-8.989561222248689,0.23333333333333334
2022-09-12,0.46339989593516956,-8.991958118416203,0.23333333333333334
2022-09-12,0.47190288051231527,-8.690016981552,0.23333333333333334
2022-10-10,0.4627671730693548,-9.014869670391588,0.23333333333333334
2022-10-11,0.46187618611683995,-9.04723966923757,0.23333333333333334
2022-12-30,0.5317621318202231,-7.77750657060555,0.26666666666666666
2022-12-30,0.6535447413674988,-5.578433897623175,0.3
2022-12-30,0.7791137566015024,-3.3745843884201197,0.3333333333333333
2022-12-30,0.8920991110348272,-1.5457282994846702,0.36666666666666664
