expectancy,profit_factor,win_rate
14.00097446647551,2.153969413030329,0.425531914893617
18.766739950467308,2.8285070441430067,0.524822695035461
13.124223276368106,2.2057479726497653,0.475177304964539
20.20872615132406,2.835081273296356,0.4326241134751773
6.830485023745233,1.4829556080515676,0.375886524822695
30.452165188460356,4.033860469557718,0.5177304964539007
10.6708667183205,1.9218039154731605,0.4326241134751773
16.28858145470304,2.486400548286276,0.4397163120567376
6.986479481660786,1.5496414863194516,0.40425531914893614
8.895599742976746,1.7956389664982777,0.4326241134751773
12.969509448859577,2.1313244889769707,0.41134751773049644
18.187496058301043,2.5633614928832222,0.45390070921985815
18.711246814591362,2.7493542741290775,0.46099290780141844
22.839467589291925,3.1659175366631613,0.5106382978723404
15.504872284034363,2.3012655697032587,0.46808510638297873
16.621176014427856,2.4037155566972457,0.41843971631205673
14.179638552475904,2.2519308558305595,0.4326241134751773
18.53054751863358,3.0018866805623747,0.5390070921985816
6.160336863175439,1.468811660856014,0.3900709219858156
9.513967417776719,1.7149046427180388,0.375886524822695
17.217777402123826,2.4411420089029283,0.46808510638297873
7.9472096418108,1.6146126606499407,0.40425531914893614
13.362316687563766,2.063864027048708,0.41843971631205673
13.41725392890265,2.173765024999116,0.48936170212765956
13.329098995255011,2.0755461952517917,0.425531914893617
13.321133912533385,2.1670900646132614,0.44680851063829785
15.786774436788697,2.4115312467885937,0.4326241134751773
12.877428326154806,2.1394672054158597,0.4397163120567376
17.476992538101392,2.5760547704501846,0.40425531914893614
7.381492692912163,1.5895492091517067,0.41134751773049644
20.79375509505695,2.9705487451783714,0.49645390070921985
19.316013156960025,2.6665253683678896,0.49645390070921985
15.84810209779404,2.3659893581562335,0.425531914893617
19.33184650162891,2.7312650974120642,0.48226950354609927
17.842732555706487,2.3512981022192383,0.3971631205673759
18.67322320669499,2.6685471612552525,0.48936170212765956
11.423691427516733,2.065106865359947,0.46808510638297873
12.983834690111761,2.072614414337744,0.44680851063829785
12.312540975157134,2.0882266077194123,0.425531914893617
18.214941408513454,2.662259253852232,0.46099290780141844
14.789002036428293,2.27101417536466,0.44680851063829785
13.415508023435033,2.018868043506365,0.3829787234042553
16.878206139127602,2.44574292997447,0.46808510638297873
7.515520169127159,1.6185693280034836,0.3900709219858156
24.952088968228512,3.4202343801676935,0.5035460992907801
16.86998835622709,2.377280817331214,0.425531914893617
20.375093254320475,2.93457422823892,0.48226950354609927
19.131875900773817,2.8587344927985674,0.49645390070921985
11.750923036534424,1.896958821947832,0.425531914893617
18.574749366255148,2.8236949232116713,0.49645390070921985
11.541611456614845,1.8748627357223686,0.36879432624113473
11.34995701694739,1.861591611055188,0.3900709219858156
14.710037656535137,2.316469232988922,0.45390070921985815
19.839207885720644,2.8007853908649656,0.45390070921985815
14.2736916436451,2.3690038544137795,0.475177304964539
11.152381386438865,1.85855487989067,0.3971631205673759
13.772711583629967,2.1045434020784137,0.4397163120567376
6.404327144302288,1.4476153617582737,0.3475177304964539
20.011376781677118,2.843946199127219,0.46099290780141844
