risk_per_unit_pct,symbol,direction,entry_time,exit_time,entry_price,exit_price,lots,stop_price,pyramid_index,exit_reason,gross_pl,commission,net_pl
0.005,XAGUSD.var,long,2020-11-05 00:00:00,2020-11-23 00:00:00,25.381999999999998,23.40950524116443,0.05,23.43450524116443,0,stop,-9.86247379417783,0.5,-10.36247379417783
0.005,XAGUSD.var,short,2020-11-27 00:00:00,2020-12-04 00:00:00,22.658,24.36941571303654,0.06,24.34441571303654,0,stop,-10.268494278219222,0.6000000000000001,-10.868494278219222
0.005,XAGUSD.var,long,2020-12-16 00:00:00,2021-01-08 00:00:00,25.383,25.381,0.06,23.748992373261014,0,channel_exit,-0.01199999999999335,0.6000000000000001,-0.6119999999999934
0.005,XAGUSD.var,long,2021-02-01 00:00:00,2021-02-02 00:00:00,28.983999999999998,26.821185759079142,0.04,26.84618575907914,0,stop,-8.651256963683423,0.4,-9.051256963683423
0.005,XAGUSD.var,short,2021-03-04 00:00:00,2021-04-08 00:00:00,25.295,25.468999999999998,0.05,27.2956465388316,0,channel_exit,-0.8699999999999797,0.5,-1.3699999999999797
0.005,XAGUSD.var,long,2021-04-15 00:00:00,2021-06-16 00:00:00,25.849999999999998,26.867,0.07,24.408516898431557,0,channel_exit,7.119000000000021,0.7000000000000002,6.419000000000021
0.005,XAGUSD.var,short,2021-06-17 00:00:00,2021-07-02 00:00:00,25.842000000000002,26.468,0.07,27.240844272127692,0,channel_exit,-4.381999999999984,0.7000000000000002,-5.081999999999984
0.005,XAGUSD.var,short,2021-07-19 00:00:00,2021-08-27 00:00:00,25.135,24.029999999999998,0.09,26.293729988599225,0,channel_exit,9.945000000000036,0.9,9.045000000000035
0.005,XAGUSD.var,long,2021-09-03 00:00:00,2021-09-10 00:00:00,24.703,23.705000000000002,0.09,23.555961649716924,0,channel_exit,-8.981999999999978,0.9,-9.881999999999978
0.005,XAGUSD.var,short,2021-09-16 00:00:00,2021-10-14 00:00:00,22.862000000000002,23.528,0.09,24.02182541063741,0,channel_exit,-5.9939999999999705,0.9,-6.893999999999971
0.005,XAGUSD.var,long,2021-10-19 00:00:00,2021-11-02 00:00:00,23.668999999999997,23.493000000000002,0.08,22.46849721778161,0,channel_exit,-1.4079999999999586,0.8,-2.2079999999999584
0.005,XAGUSD.var,long,2021-11-11 00:00:00,2021-11-23 00:00:00,25.256,24.057775874971245,0.08,24.082775874971244,0,stop,-9.58579300023004,0.8,-10.385793000230041
0.005,XAGUSD.var,short,2021-11-26 00:00:00,2021-12-22 00:00:00,23.103,22.808,0.08,24.26340431716344,0,channel_exit,2.3600000000000136,0.8,1.5600000000000136
0.005,XAGUSD.var,long,2021-12-23 00:00:00,2022-01-06 00:00:00,22.915,22.146,0.1,21.878603332496834,0,channel_exit,-7.689999999999984,1.0,-8.689999999999984
0.005,XAGUSD.var,long,2022-01-18 00:00:00,2022-01-27 00:00:00,23.477,22.721,0.09,22.444299135247327,0,channel_exit,-6.804000000000002,0.9,-7.704000000000002
0.005,XAGUSD.var,long,2022-02-22 00:00:00,2022-03-15 00:00:00,24.108999999999998,24.848000000000003,0.09,23.020399422750067,0,channel_exit,6.651000000000039,0.9,5.7510000000000385
0.005,XAGUSD.var,long,2022-04-18 00:00:00,2022-04-21 00:00:00,25.88,24.561134931292617,0.07,24.586134931292616,0,stop,-9.232055480951672,0.7000000000000002,-9.932055480951671
0.005,XAGUSD.var,short,2022-04-25 00:00:00,2022-07-28 00:00:00,23.553,20.029,0.07,24.8773571068004,0,channel_exit,24.66800000000001,0.7000000000000002,23.96800000000001
0.005,XAGUSD.var,long,2022-07-29 00:00:00,2022-08-18 00:00:00,20.363999999999997,19.504,0.09,19.209637577485115,0,channel_exit,-7.739999999999962,0.9,-8.639999999999961
0.005,XAGUSD.var,short,2022-08-19 00:00:00,2022-09-12 00:00:00,19.011000000000003,19.801,0.09,20.14130152860078,0,channel_exit,-7.1099999999999595,0.9,-8.009999999999959
0.005,XAGUSD.var,long,2022-10-03 00:00:00,2022-10-11 00:00:00,20.711,19.369959519934206,0.07,19.394959519934204,0,stop,-9.38728336046055,0.7000000000000002,-10.08728336046055
0.005,XAGUSD.var,long,2022-11-04 00:00:00,2022-12-30 00:00:00,20.846,23.929000000000002,0.06,19.39387197273327,0,end_of_data,18.49800000000001,0.6000000000000001,17.89800000000001
