symbol,risk_per_unit_pct,year,date,direction,equity_at_signal,close,atr,raw_lots,stepped_lots,classification
XAGUSD.var,0.0125,2020,2020-06-01,long,1000.0,18.297,0.5271192481374629,0.23713799190919,0.23,valid_non_floored
XAGUSD.var,0.0125,2020,2020-06-30,long,1000.0,18.197,0.47874355477656866,0.2611001208326198,0.26,valid_non_floored
XAGUSD.var,0.0125,2020,2020-07-08,long,1000.0,18.71,0.4616807524458661,0.27074986197233064,0.27,valid_non_floored
XAGUSD.var,0.0125,2020,2020-07-13,long,1000.0,19.063,0.47088853512827455,0.26545560291874337,0.26,valid_non_floored
XAGUSD.var,0.0125,2020,2020-07-15,long,1000.0,19.414,0.4625594029532678,0.27023556153419864,0.27,valid_non_floored
XAGUSD.var,0.0125,2020,2020-07-20,long,1000.0,19.896,0.4682572431070581,0.26694728557871156,0.26,valid_non_floored
XAGUSD.var,0.0125,2020,2020-07-21,long,1000.0,21.269,0.5184443809517052,0.2411059017951709,0.24,valid_non_floored
XAGUSD.var,0.0125,2020,2020-07-22,long,1000.0,23.033,0.58317216190412,0.2143449364795835,0.21,valid_non_floored
XAGUSD.var,0.0125,2020,2020-07-27,long,1000.0,24.538,0.666148482312545,0.18764585271749104,0.18,valid_non_floored
XAGUSD.var,0.0125,2020,2020-08-05,long,1000.0,26.968,1.0077976733116607,0.12403283249230507,0.12,valid_non_floored
XAGUSD.var,0.0125,2020,2020-08-06,long,1000.0,28.892,1.0719077896460776,0.11661450845624742,0.11,valid_non_floored
XAGUSD.var,0.0125,2020,2020-09-21,short,1000.0,24.709,1.1773353798592132,0.10617195587458488,0.1,valid_non_floored
XAGUSD.var,0.0125,2020,2020-09-23,short,1000.0,22.758,1.22313268032294,0.10219659895523078,0.1,valid_non_floored
XAGUSD.var,0.0125,2020,2020-11-05,long,1000.0,25.357,0.9612473794177843,0.13003936621987044,0.13,valid_non_floored
XAGUSD.var,0.0125,2020,2020-11-06,long,1000.0,25.604,0.9607350104468949,0.1301087174306837,0.13,valid_non_floored
XAGUSD.var,0.0125,2020,2020-11-27,short,1000.0,22.683,0.8307078565182703,0.15047407944823116,0.15,valid_non_floored
XAGUSD.var,0.0125,2020,2020-12-16,long,1000.0,25.358,0.8045038133694925,0.15537527345764116,0.15,valid_non_floored
XAGUSD.var,0.0125,2020,2020-12-17,long,1000.0,26.069,0.8115786227010178,0.1540208138849038,0.15,valid_non_floored
XAGUSD.var,0.0125,2020,2020-12-21,long,1000.0,26.179,0.8775747069876687,0.14243801582325738,0.14,valid_non_floored
XAGUSD.var,0.0125,2021,2021-02-01,long,1000.0,28.959,1.0564071204604297,0.11832559396752208,0.11,valid_non_floored
XAGUSD.var,0.0125,2021,2021-03-04,short,1000.0,25.32,0.9878232694158008,0.1265408538856602,0.12,valid_non_floored
XAGUSD.var,0.0125,2021,2021-03-30,short,1000.0,24.006,0.8038843316061272,0.1554950072857562,0.15,valid_non_floored
XAGUSD.var,0.0125,2021,2021-04-15,long,1000.0,25.825,0.7082415507842216,0.1764934574391887,0.17,valid_non_floored
XAGUSD.var,0.0125,2021,2021-04-21,long,1000.0,26.53,0.6907557133734408,0.18096122490183691,0.18,valid_non_floored
XAGUSD.var,0.0125,2021,2021-05-03,long,1000.0,26.873,0.663694499978194,0.18833966531906915,0.18,valid_non_floored
XAGUSD.var,0.0125,2021,2021-05-06,long,1000.0,27.291,0.7040954469188041,0.17753274864510654,0.17,valid_non_floored
XAGUSD.var,0.0125,2021,2021-05-17,long,1000.0,28.157,0.6932267336697606,0.18031618506442007,0.18,valid_non_floored
XAGUSD.var,0.0125,2021,2021-06-16,short,1000.0,26.892,0.6456022484882581,0.1936176651997417,0.19,valid_non_floored
XAGUSD.var,0.0125,2021,2021-06-17,short,1000.0,25.867,0.6869221360638451,0.18197113389920228,0.18,valid_non_floored
XAGUSD.var,0.0125,2021,2021-07-19,short,1000.0,25.16,0.5668649942996131,0.22051105864182538,0.22,valid_non_floored
