exit_time,net_pl,return
2014-01,-29.316219239913927,-0.0014658109619956963
2014-03,138.17802536298993,0.006908901268149497
2014-04,-46.47440801763269,-0.0023237204008816344
2014-05,-30.11418866717404,-0.001505709433358702
2014-06,-4.277939027034289,-0.00021389695135171446
2014-07,-89.23357563265986,-0.004461678781632993
2014-08,-26.22653106120979,-0.0013113265530604896
2014-10,129.63208535412798,0.006481604267706399
2014-11,-14.72760111644816,-0.000736380055822408
2014-12,-82.24484032765095,-0.0041122420163825476
2015-01,59.92936675843252,0.002996468337921626
2015-03,51.82298259755925,0.0025911491298779626
2015-04,-45.36774650427692,-0.002268387325213846
2015-05,-56.58634091730683,-0.0028293170458653415
2015-06,-52.53215644322718,-0.002626607822161359
2015-08,192.07310501634424,0.009603655250817212
2015-09,-72.36051110897148,-0.003618025555448574
2015-10,-30.635374649529197,-0.0015317687324764599
2015-12,137.16444709868705,0.0068582223549343525
2016-01,-51.10343259627843,-0.0025551716298139217
2016-03,514.9082482849327,0.025745412414246636
2016-04,-38.509999999999856,-0.0019254999999999928
2016-05,-39.806351048226,-0.0019903175524113
2016-06,-99.02890451265208,-0.004951445225632603
2016-07,-44.014249976507564,-0.002200712498825378
2016-08,-40.07000000000003,-0.0020035000000000014
2016-09,-61.8284034073849,-0.003091420170369245
2016-10,-19.317307469606433,-0.0009658653734803216
2016-11,-91.28026641028129,-0.0045640133205140645
2016-12,115.16926255129016,0.005758463127564508
2017-01,-23.661247132394283,-0.0011830623566197141
2017-03,-103.91506094377283,-0.005195753047188642
2017-04,-15.764556990292387,-0.0007882278495146194
2017-05,-71.04514572520753,-0.0035522572862603766
2017-06,-76.95272802482023,-0.0038476364012410115
2017-07,1.6526475385573578,8.26323769278679e-05
2017-09,184.3017982151542,0.00921508991075771
2017-10,-67.61101815785314,-0.003380550907892657
2017-12,-88.8791773556608,-0.00444395886778304
2018-02,111.74409907517315,0.005587204953758657
2018-04,-53.45479664500267,-0.0026727398322501338
2018-08,289.50944389585607,0.014475472194792803
2018-10,-109.45459589044049,-0.0054727297945220245
2018-11,-48.96829801168515,-0.0024484149005842577
2018-12,-49.809526882753474,-0.002490476344137674
2019-02,273.94061323244534,0.013697030661622268
2019-03,-144.13396595390043,-0.0072066982976950215
2019-05,-48.01070301013415,-0.0024005351505067074
2019-09,703.2269070452815,0.035161345352264076
2019-10,-46.0255078349604,-0.00230127539174802
2019-12,-37.835003751276375,-0.0018917501875638188
2020-03,95.40100586058142,0.004770050293029071
2020-04,123.60647785995982,0.006180323892997991
2020-08,291.61593256662474,0.014580796628331236
2020-09,707.1338622415495,0.035356693112077474
2020-10,-55.46199999999999,-0.0027730999999999993
2020-11,-58.02985324739585,-0.0029014926623697926
2020-12,-57.965302817169196,-0.0028982651408584596
2021-01,-116.13095101865042,-0.005806547550932521
2021-02,-56.57035602302139,-0.0028285178011510695
2021-03,31.850000000000044,0.0015925000000000021
2021-04,-41.33532996622213,-0.0020667664983111066
2021-06,245.19527156459287,0.012259763578229643
2021-07,-87.6722200188538,-0.00438361100094269
2021-08,-56.292544727129425,-0.0028146272363564714
2021-09,-95.88920435104836,-0.004794460217552418
2021-10,-139.51322325631486,-0.006975661162815743
2021-11,-180.444333599917,-0.00902221667999585
2021-12,-76.61605559995448,-0.003830802779997724
2022-01,-279.81372386286506,-0.013990686193143254
2022-03,125.74254982559322,0.006287127491279661
2022-04,-55.335737679587886,-0.0027667868839793943
2022-07,338.65470044880465,0.01693273502244023
2022-08,-76.02804408499601,-0.0038014022042498004
2022-09,-99.03044210590357,-0.004951522105295179
2022-10,17.704911773481037,0.0008852455886740518
2022-12,438.99497267748734,0.021949748633874368
