date,open,high,low,close,atr,long_entry_level,short_entry_level,long_exit_level,short_exit_level,warmup_ready,long_entry_signal,short_entry_signal,entry_signal,audit_action,rejection_reason,raw_lots,capped_lots,stepped_lots,min_lot,max_lots_by_leverage,max_by_position,open_risk_at_min_lot,max_open_risk_dollars
2023-04-20,1994.42,2012.28,1990.47,2004.72,30.413547855383086,2048.62,1949.73,1969.14,2048.62,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-21,2003.87,2005.47,1971.49,1982.91,30.591870462613933,2048.62,1949.73,1969.14,2048.62,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-24,1980.92,1990.77,1974.05,1988.85,29.898276939483235,2048.62,1949.73,1969.14,2048.62,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-25,1988.71,2003.83,1976.04,1996.54,29.792863092509073,2048.62,1949.73,1969.14,2048.62,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-26,1996.03,2009.24,1983.27,1989.12,29.601719937883622,2048.62,1969.14,1969.14,2047.42,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-27,1989.58,2003.27,1974.07,1987.67,29.581633940989445,2048.62,1969.14,1969.14,2014.98,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-28,1987.85,1994.94,1975.88,1989.68,29.055552243939967,2048.62,1969.14,1969.14,2012.28,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-01,1990.81,2005.96,1977.04,1982.48,29.048774631742976,2048.62,1969.14,1969.14,2012.28,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-02,1981.68,2019.33,1978.39,2016.72,29.64333590015582,2048.62,1969.14,1971.49,2012.28,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-03,2016.93,2039.46,2007.97,2039.1,29.73566910514803,2048.62,1969.14,1971.49,2019.33,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-04,2041.92,2079.08,2030.31,2050.41,30.687385649890626,2048.62,1969.14,1974.05,2039.46,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.00407333493397296,0.00407333493397296,0.0,0.01,0.2438536682907321,10.0,61.37477129978129,100.0
2023-05-05,2049.6,2052.94,1999.3,2015.82,31.8350163673961,2079.08,1969.14,1974.07,2079.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-08,2016.16,2029.35,2014.2,2021.43,31.00076554902629,2079.08,1969.14,1974.07,2079.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-09,2020.65,2037.61,2019.49,2034.26,30.35672727157497,2079.08,1969.14,1974.07,2079.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-10,2034.13,2048.21,2021.43,2029.99,30.177890907996222,2079.08,1969.14,1975.88,2079.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-11,2029.96,2041.14,2011.07,2015.08,30.172496362596416,2079.08,1971.49,1977.04,2079.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-12,2015.1,2022.52,2000.97,2010.92,29.741371544466592,2079.08,1971.49,1978.39,2079.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-15,2007.55,2022.15,2006.54,2015.96,29.03480296724327,2079.08,1974.05,1999.3,2079.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-16,2016.04,2018.32,1985.44,1988.69,29.227062818881098,2079.08,1974.07,1999.3,2079.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-17,1988.94,1993.05,1974.98,1981.87,28.66920967793704,2079.08,1974.07,1985.44,2052.94,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-18,1980.94,1986.03,1951.88,1957.29,28.94324919404018,2079.08,1974.07,1974.98,2048.21,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.004318796385367101,0.004318796385367101,0.0,0.01,0.25545524679531395,10.0,57.886498388080334,100.0
2023-05-19,1957.57,1984.15,1954.0,1977.46,29.003586734338178,2079.08,1951.88,1951.88,2048.21,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-22,1977.64,1982.6,1968.85,1971.7,28.24090739762127,2079.08,1951.88,1951.88,2048.21,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-23,1971.8,1977.63,1954.22,1975.21,27.99936202774021,2079.08,1951.88,1951.88,2041.14,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-24,1974.96,1985.25,1956.65,1957.66,28.029393926353197,2079.08,1951.88,1951.88,2022.52,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-25,1957.43,1964.82,1938.77,1940.54,27.930424230035534,2079.08,1951.88,1951.88,2022.15,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0044754064231354845,0.0044754064231354845,0.0,0.01,0.2576602389025735,10.0,55.86084846007111,100.0
2023-05-26,1940.3,1957.21,1936.72,1946.61,27.558403018533756,2052.94,1938.77,1938.77,2018.32,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-29,1941.57,1949.71,1940.22,1943.16,26.654982867607067,2048.21,1936.72,1936.72,1993.05,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-30,1943.42,1963.48,1932.01,1959.91,26.895733724226716,2048.21,1936.72,1936.72,1986.03,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-05-31,1959.28,1974.73,1953.6,1963.01,26.607447038015387,2048.21,1932.01,1932.01,1985.25,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-01,1962.72,1983.08,1953.31,1977.65,26.765574686114615,2041.14,1932.01,1932.01,1985.25,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-02,1977.64,1983.4,1947.96,1948.21,27.199295951808885,2022.52,1932.01,1932.01,1985.25,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-05,1947.07,1963.94,1938.06,1961.68,27.133331154218446,2022.15,1932.01,1932.01,1985.25,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-06,1961.52,1966.28,1954.32,1963.02,26.37466459650752,2018.32,1932.01,1932.01,1983.4,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-07,1963.28,1970.15,1939.79,1939.98,26.573931366682153,1993.05,1932.01,1932.01,1983.4,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-08,1940.5,1970.49,1939.57,1965.41,26.791234798348047,1986.03,1932.01,1932.01,1983.4,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-09,1965.74,1972.96,1956.56,1960.59,26.271673058430643,1985.25,1932.01,1932.01,1983.4,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-12,1960.02,1966.97,1949.1,1956.92,25.851589405509117,1985.25,1932.01,1938.06,1983.4,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-13,1957.29,1971.07,1939.97,1942.97,26.114009935233657,1985.25,1932.01,1938.06,1983.4,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-14,1942.84,1960.2,1939.79,1939.87,25.82880943847198,1985.25,1932.01,1938.06,1983.4,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-15,1941.55,1960.23,1924.18,1957.92,26.339868966548373,1983.4,1932.01,1938.06,1972.96,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-16,1957.67,1967.84,1953.14,1957.35,25.757875518220942,1983.4,1924.18,1924.18,1972.96,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-19,1957.39,1958.67,1947.78,1950.28,25.0144817423099,1983.4,1924.18,1924.18,1972.96,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-20,1950.21,1956.71,1929.72,1935.61,25.113257655194406,1983.4,1924.18,1924.18,1972.96,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-21,1935.73,1939.47,1919.08,1932.3,24.877094772434692,1983.4,1924.18,1924.18,1972.96,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-22,1931.59,1934.93,1912.35,1913.2,24.762240033812965,1983.4,1919.08,1919.08,1971.07,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.005048008573913825,0.005048008573913825,0.0,0.01,0.2613422538155969,10.0,49.52448006762597,100.0
2023-06-23,1913.63,1937.16,1910.08,1921.29,24.878128032122326,1983.4,1912.35,1912.35,1971.07,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-26,1925.0,1933.29,1921.45,1923.03,24.23422163051621,1972.96,1910.08,1910.08,1967.84,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-27,1923.01,1930.64,1910.91,1913.02,24.0090105489904,1972.96,1910.08,1910.08,1967.84,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-28,1913.2,1917.19,1902.78,1906.77,23.529060021540882,1972.96,1910.08,1910.08,1967.84,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.005312579418198703,0.005312579418198703,0.0,0.01,0.26222355082154636,10.0,47.05812004308177,100.0
2023-06-29,1907.3,1913.08,1892.94,1908.09,23.359607020463834,1972.96,1902.78,1902.78,1958.67,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-06-30,1907.97,1922.68,1900.5,1919.09,23.300626669440646,1972.96,1892.94,1892.94,1956.71,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-03,1918.85,1930.92,1909.97,1921.4,23.183095335968616,1971.07,1892.94,1892.94,1939.47,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-04,1921.2,1930.66,1919.45,1925.67,22.584440569170187,1971.07,1892.94,1892.94,1937.16,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-05,1925.52,1934.99,1914.76,1914.76,22.46671854071168,1967.84,1892.94,1892.94,1937.16,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-06,1915.08,1927.56,1902.59,1910.68,22.5918826136761,1967.84,1892.94,1892.94,1934.99,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-07,1910.9,1934.6,1909.53,1925.01,22.715788482992288,1967.84,1892.94,1892.94,1934.99,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-10,1924.55,1928.09,1912.46,1925.01,22.361499058842668,1958.67,1892.94,1892.94,1934.99,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-11,1925.16,1938.17,1924.22,1931.95,21.940924105900535,1956.71,1892.94,1892.94,1934.99,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-12,1932.01,1959.43,1931.92,1957.39,22.219377900605508,1939.47,1892.94,1900.5,1938.17,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0056257200610730675,0.0056257200610730675,0.0,0.01,0.25544219598547047,10.0,44.43875580121107,100.0
2023-07-13,1956.99,1963.4,1952.11,1960.12,21.672909005575242,1959.43,1892.94,1902.59,1959.43,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.005767569086726863,0.005767569086726863,0.0,0.01,0.2550864232802073,10.0,43.34581801115041,100.0
2023-07-14,1959.91,1963.55,1950.67,1955.0,21.233263555296475,1963.4,1892.94,1902.59,1963.4,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-17,1954.49,1959.61,1945.52,1954.71,20.876100377531646,1963.55,1892.94,1902.59,1963.55,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-18,1954.49,1984.1,1954.36,1978.75,21.31929535865506,1963.55,1892.94,1902.59,1963.55,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.005863233183701512,0.005863233183701512,0.0,0.01,0.2526847757422615,10.0,42.63859071731008,100.0
2023-07-19,1978.55,1980.66,1969.51,1976.4,20.81083059072231,1984.1,1892.94,1909.53,1984.1,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-20,1975.75,1987.2,1965.07,1969.27,20.8767890611862,1984.1,1892.94,1912.46,1984.1,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-21,1970.06,1973.53,1956.56,1961.75,20.681449608126893,1987.2,1900.5,1924.22,1987.2,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-24,1962.33,1967.58,1953.16,1954.32,20.368377127720542,1987.2,1902.59,1931.92,1987.2,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-25,1954.89,1965.41,1951.02,1964.52,20.06945827133452,1987.2,1902.59,1945.52,1987.2,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-26,1964.92,1977.99,1961.78,1971.83,19.876485357767795,1987.2,1902.59,1945.52,1987.2,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-27,1971.11,1981.85,1942.35,1944.5,20.857661089879407,1987.2,1902.59,1945.52,1987.2,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-28,1946.29,1963.25,1945.23,1958.8,20.752278035385437,1987.2,1909.53,1942.35,1987.2,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-07-31,1958.88,1972.09,1950.81,1965.34,20.778664133616164,1987.2,1912.46,1942.35,1987.2,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-01,1965.54,1965.79,1941.0,1943.99,20.979230926935355,1987.2,1924.22,1942.35,1987.2,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-02,1949.48,1954.5,1932.4,1934.42,21.03526938058858,1987.2,1931.92,1941.0,1981.85,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-03,1934.96,1938.63,1929.35,1934.19,20.447505911559162,1987.2,1932.4,1932.4,1981.85,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-04,1934.14,1946.67,1925.6,1942.71,20.47863061598121,1987.2,1929.35,1929.35,1981.85,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-07,1942.17,1946.56,1931.16,1936.15,20.224699085182145,1987.2,1925.6,1925.6,1981.85,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-08,1936.39,1938.01,1922.62,1924.68,19.982964130923044,1987.2,1925.6,1925.6,1981.85,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.00625532824765302,0.00625532824765302,0.0,0.01,0.2597834445206476,10.0,39.9659282618461,100.0
2023-08-09,1924.98,1932.24,1913.87,1914.42,19.9023159243769,1987.2,1922.62,1922.62,1972.09,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.006280676101965429,0.006280676101965429,0.0,0.01,0.26117570856969735,10.0,39.80463184875384,100.0
2023-08-10,1914.66,1930.02,1911.8,1912.27,19.818200128158058,1987.2,1913.87,1913.87,1972.09,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.006307333622209099,0.006307333622209099,0.0,0.01,0.2614693531771141,10.0,39.636400256316165,100.0
2023-08-11,1912.54,1920.75,1910.31,1913.69,19.34929012175016,1981.85,1911.8,1911.8,1965.79,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-14,1911.21,1916.17,1902.68,1907.15,19.05632561566265,1981.85,1910.31,1910.31,1954.5,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.00655950168574265,0.00655950168574265,0.0,0.01,0.26217130272920325,10.0,38.112651231325344,100.0
2023-08-15,1907.17,1911.52,1895.96,1901.64,18.881509334879517,1981.85,1902.68,1902.68,1946.67,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.006620233466669396,0.006620233466669396,0.0,0.01,0.26293094381691595,10.0,37.76301866975905,100.0
2023-08-16,1901.54,1907.13,1891.75,1892.39,18.706433868135548,1981.85,1895.96,1895.96,1946.67,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.006682192922560426,0.006682192922560426,0.0,0.01,0.2642161499479494,10.0,37.41286773627121,100.0
2023-08-17,1891.65,1903.34,1884.9,1888.95,18.69311217472876,1981.85,1891.75,1891.75,1946.56,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.006686955004153222,0.006686955004153222,0.0,0.01,0.2646973186161624,10.0,37.38622434945751,100.0
2023-08-18,1887.62,1896.69,1886.7,1889.54,18.257956565992323,1972.09,1884.9,1884.9,1938.01,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-21,1876.22,1898.7,1876.22,1894.61,18.46905873769271,1972.09,1884.9,1884.9,1932.24,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-22,1882.86,1904.46,1882.86,1897.2,18.62560580080808,1965.79,1876.22,1876.22,1930.02,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-23,1897.82,1920.31,1897.51,1915.4,18.849825510767673,1954.5,1876.22,1876.22,1920.75,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-24,1916.83,1923.3,1911.73,1916.87,18.485834235229284,1946.67,1876.22,1876.22,1920.31,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-25,1916.86,1922.34,1903.75,1913.8,18.491042523467815,1946.67,1876.22,1876.22,1923.3,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-28,1915.52,1926.01,1912.73,1920.02,18.230490397294425,1946.56,1876.22,1876.22,1923.3,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-29,1920.16,1938.15,1914.4,1937.52,18.506465877429704,1938.01,1876.22,1876.22,1926.01,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-08-30,1937.11,1948.95,1934.95,1942.39,18.281142583558218,1938.15,1876.22,1876.22,1938.15,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.006837647014056064,0.006837647014056064,0.0,0.01,0.2574148343020712,10.0,36.56228516711644,100.0
2023-08-31,1943.81,1947.84,1939.0,1939.82,17.809085454380302,1948.95,1876.22,1876.22,1948.95,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-01,1939.92,1952.93,1934.39,1939.78,17.845631181661282,1948.95,1876.22,1882.86,1948.95,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-04,1940.08,1946.2,1935.21,1936.31,17.502849622578218,1952.93,1876.22,1897.51,1952.93,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-05,1938.57,1938.94,1925.29,1925.84,17.31020714144931,1952.93,1876.22,1903.75,1952.93,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-06,1926.31,1929.11,1915.2,1916.19,17.140196784376837,1952.93,1876.22,1903.75,1952.93,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-07,1917.34,1923.55,1916.17,1919.52,16.65218694515799,1952.93,1876.22,1912.73,1952.93,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-08,1919.32,1929.64,1917.31,1918.88,16.4360775979001,1952.93,1876.22,1914.4,1952.93,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-11,1919.72,1930.74,1916.7,1922.33,16.316273718005093,1952.93,1876.22,1915.2,1952.93,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-12,1922.74,1924.47,1907.56,1913.3,16.34596003210484,1952.93,1882.86,1915.2,1952.93,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-13,1913.27,1915.71,1905.59,1908.17,16.034662030499607,1952.93,1897.51,1907.56,1952.93,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-14,1909.11,1912.85,1900.94,1910.45,15.82842892897462,1952.93,1903.75,1905.59,1946.2,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-15,1910.71,1930.4,1909.74,1923.42,16.07000748252589,1952.93,1900.94,1900.94,1938.94,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-18,1923.81,1934.18,1922.44,1933.54,15.853507108399597,1952.93,1900.94,1900.94,1930.74,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-19,1933.71,1937.33,1929.7,1931.17,15.442331752979612,1952.93,1900.94,1900.94,1934.18,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-20,1932.23,1947.34,1927.9,1929.35,15.642215165330622,1952.93,1900.94,1900.94,1937.33,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-21,1929.88,1931.44,1913.89,1919.84,15.737604407064088,1952.93,1900.94,1900.94,1947.34,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-22,1919.73,1929.08,1919.73,1925.07,15.418224186710878,1952.93,1900.94,1900.94,1947.34,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-25,1926.06,1927.15,1915.09,1915.96,15.250312977375344,1947.34,1900.94,1900.94,1947.34,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-09-26,1916.13,1916.7,1899.04,1900.31,15.37079732850658,1947.34,1900.94,1900.94,1947.34,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.008132304221341584,0.008132304221341584,0.0,0.01,0.26311496545300506,10.0,30.741594657013138,100.0
2023-09-27,1900.72,1903.93,1872.49,1875.09,16.174257462081254,1947.34,1899.04,1899.04,1947.34,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.007728330051197007,0.007728330051197007,0.0,0.01,0.2666538672810372,10.0,32.3485149241626,100.0
2023-09-28,1876.52,1879.51,1857.61,1865.33,16.460544588977196,1947.34,1872.49,1872.49,1947.34,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0075939164299403715,0.0075939164299403715,0.0,0.01,0.26804908514847237,10.0,32.9210891779544,100.0
2023-09-29,1865.01,1879.82,1846.28,1848.96,17.314517359528335,1947.34,1857.61,1857.61,1947.34,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.007219375360250015,0.007219375360250015,0.0,0.01,0.2704222914503288,10.0,34.62903471905656,100.0
2023-10-02,1847.35,1848.85,1827.11,1828.06,17.541291491551924,1947.34,1846.28,1846.28,1947.34,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.007126043145694338,0.007126043145694338,0.0,0.01,0.2735139984464405,10.0,35.08258298310375,100.0
2023-10-03,1829.05,1833.33,1815.2,1823.23,17.570726916974323,1947.34,1827.11,1827.11,1931.44,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0071141052154901395,0.0071141052154901395,0.0,0.01,0.27423857659209205,10.0,35.14145383394862,100.0
2023-10-04,1823.69,1830.56,1816.59,1820.79,17.39069057112561,1947.34,1815.2,1815.2,1929.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-05,1821.82,1829.13,1813.03,1820.19,17.326156042569338,1947.34,1815.2,1815.2,1927.15,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-06,1820.62,1834.81,1810.41,1831.46,17.679848240440865,1947.34,1813.03,1813.03,1916.7,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-09,1853.26,1863.48,1844.16,1861.42,18.396855828418822,1947.34,1810.41,1810.41,1903.93,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-10,1861.08,1865.33,1852.93,1860.01,18.097013036997872,1947.34,1810.41,1810.41,1879.82,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-11,1860.24,1877.16,1858.57,1873.62,18.121662385147985,1947.34,1810.41,1810.41,1879.82,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-12,1874.3,1884.93,1867.86,1868.79,18.069079265890593,1931.44,1810.41,1810.41,1877.16,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-13,1869.18,1930.74,1869.17,1930.09,20.263125302596066,1929.08,1810.41,1810.41,1884.93,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.006168841091062359,0.006168841091062359,0.0,0.01,0.25905527721505217,10.0,40.52625060519222,100.0
2023-10-16,1927.69,1927.69,1908.12,1919.74,20.348469037466266,1930.74,1810.41,1810.41,1930.74,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-17,1919.7,1931.56,1912.33,1922.99,20.292545585592954,1930.74,1810.41,1810.41,1930.74,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-18,1923.38,1962.59,1923.34,1947.79,21.257918306313304,1931.56,1810.41,1810.41,1931.56,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.005880161838935883,0.005880161838935883,0.0,0.01,0.2567011844192649,10.0,42.51583661262657,100.0
2023-10-19,1947.48,1977.67,1945.17,1974.19,21.82002239099764,1962.59,1810.41,1844.16,1962.59,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.005728683397298972,0.005728683397298972,0.0,0.01,0.2532684290772418,10.0,43.64004478199536,100.0
2023-10-20,1973.08,1997.15,1971.99,1980.26,21.987021271447762,1977.67,1810.41,1852.93,1977.67,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0056851721047964055,0.0056851721047964055,0.0,0.01,0.25249209699736397,10.0,43.97404254289563,100.0
2023-10-23,1972.52,1982.75,1964.32,1972.64,21.809170207875376,1997.15,1810.41,1858.57,1997.15,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-24,1973.3,1980.77,1953.59,1970.98,22.07771169748161,1997.15,1810.41,1867.86,1997.15,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-25,1969.9,1987.19,1962.94,1979.54,22.18632611260753,1997.15,1810.41,1869.17,1997.15,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-26,1980.71,1993.4,1971.71,1984.48,22.161509806977158,1997.15,1810.41,1908.12,1997.15,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-27,1983.75,2009.3,1976.79,2005.53,22.6789343166283,1997.15,1810.41,1912.33,1997.15,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.005511722828543553,0.005511722828543553,0.0,0.01,0.24931065603606029,10.0,45.35786863325666,100.0
2023-10-30,2003.0,2006.71,1990.88,1996.3,22.33648760079688,2009.3,1844.16,1923.34,2009.3,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-10-31,1996.29,2007.86,1978.78,1983.77,22.67366322075703,2009.3,1852.93,1945.17,2009.3,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-11-01,1983.59,1991.95,1969.85,1981.35,22.644980059719188,2009.3,1858.57,1953.59,2009.3,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-11-02,1982.23,1990.95,1978.79,1985.29,22.120731056733234,2009.3,1867.86,1953.59,2009.3,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-11-03,1985.86,2004.0,1983.2,1992.25,22.05469450389657,2009.3,1869.17,1953.59,2009.3,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-11-06,1991.34,1993.02,1977.31,1978.02,21.73745977870174,2009.3,1908.12,1962.94,2009.3,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
