date,open,high,low,close,atr,long_entry_level,short_entry_level,long_exit_level,short_exit_level,warmup_ready,long_entry_signal,short_entry_signal,entry_signal,audit_action,rejection_reason,raw_lots,capped_lots,stepped_lots,min_lot,max_lots_by_leverage,max_by_position,open_risk_at_min_lot,max_open_risk_dollars
2023-02-14,1853.3,1870.17,1843.12,1854.31,26.29239648457376,1959.68,1850.38,1850.38,1959.68,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-02-15,1854.07,1860.06,1830.5,1836.12,26.455776660345066,1959.68,1843.12,1843.12,1918.52,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.00472486601337863,0.00472486601337863,0.0,0.01,0.27231335642550597,10.0,52.91155332069002,100.0
2023-02-16,1835.98,1845.32,1827.49,1836.29,26.02448782732781,1959.68,1830.5,1830.5,1890.18,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-02-17,1836.71,1843.54,1818.87,1842.01,25.95676343596142,1959.68,1827.49,1827.49,1890.18,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-02-20,1840.55,1847.52,1837.31,1840.87,25.16942526416335,1959.68,1818.87,1818.87,1890.18,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-02-21,1841.43,1843.87,1830.21,1834.89,24.593954000955176,1959.68,1818.87,1818.87,1890.18,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-02-22,1834.61,1846.08,1823.5,1825.25,24.49325630090741,1959.68,1818.87,1818.87,1872.2,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-02-23,1825.18,1833.77,1817.39,1822.27,24.087593485862037,1959.68,1818.87,1818.87,1870.17,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-02-24,1822.33,1827.77,1808.87,1811.06,23.82821381156894,1918.52,1817.39,1817.39,1870.17,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0052458820870287266,0.0052458820870287266,0.0,0.01,0.27608141088644217,10.0,47.656427623137915,100.0
2023-02-27,1810.34,1820.1,1806.39,1817.19,23.322303120990483,1890.18,1808.87,1808.87,1860.06,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-02-28,1817.08,1831.12,1804.66,1827.16,23.47918796494095,1890.18,1806.39,1806.39,1847.52,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-01,1826.61,1844.36,1823.02,1836.69,23.3722285666939,1890.18,1804.66,1804.66,1847.52,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-02,1836.65,1838.94,1830.06,1836.0,22.64761713835921,1890.18,1804.66,1804.66,1847.52,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-03,1835.63,1856.29,1835.51,1854.63,22.554236281441245,1872.2,1804.66,1804.66,1846.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-06,1854.82,1858.39,1845.04,1847.03,22.094024467369188,1870.17,1804.66,1804.66,1856.29,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-07,1846.44,1851.62,1812.67,1813.52,22.93682324400072,1870.17,1804.66,1804.66,1858.39,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-08,1813.58,1824.19,1809.32,1813.56,22.533482081800692,1860.06,1804.66,1804.66,1858.39,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-09,1813.48,1835.66,1811.93,1830.81,22.59330797771066,1858.39,1804.66,1804.66,1858.39,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-10,1831.35,1870.12,1827.43,1867.27,23.598142578825115,1858.39,1804.66,1804.66,1858.39,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.005297027068230529,0.005297027068230529,0.0,0.01,0.2677705955753587,10.0,47.19628515765021,100.0
2023-03-13,1873.55,1914.57,1871.5,1913.89,24.783235449883858,1870.12,1804.66,1809.32,1870.12,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.005043732092719386,0.005043732092719386,0.0,0.01,0.26124803410854336,10.0,49.56647089976764,100.0
2023-03-14,1913.68,1914.13,1895.28,1903.75,24.48657367738967,1914.57,1804.66,1809.32,1914.57,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-15,1903.63,1937.25,1885.67,1918.14,25.841244993520185,1914.57,1804.66,1809.32,1914.57,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.004837228238474746,0.004837228238474746,0.0,0.01,0.26066918994442534,10.0,51.682489987040306,100.0
2023-03-16,1918.1,1933.39,1907.46,1919.67,25.84568274384418,1937.25,1804.66,1809.32,1937.25,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-17,1920.47,1987.84,1918.2,1986.0,28.03539860665196,1937.25,1804.66,1809.32,1937.25,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.00445864893001169,0.00445864893001169,0.0,0.01,0.25176233635448136,10.0,56.07079721330388,100.0
2023-03-20,1983.87,2009.74,1965.81,1978.83,28.83012867631937,1987.84,1804.66,1809.32,1987.84,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-21,1978.79,1985.15,1935.39,1940.33,29.8766222425034,2009.74,1804.66,1811.93,2009.74,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-22,1939.75,1978.8,1934.24,1968.1,30.61079113037823,2009.74,1809.32,1827.43,2009.74,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-23,1969.94,2003.35,1964.46,1993.12,31.024751573859316,2009.74,1809.32,1871.5,2009.74,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-24,1993.25,2002.94,1975.11,1977.7,30.865013995166358,2009.74,1809.32,1885.67,2009.74,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-27,1977.51,1979.46,1943.89,1956.21,31.100263295408034,2009.74,1809.32,1885.67,2009.74,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-28,1956.31,1975.25,1949.06,1973.92,30.854750130637637,2009.74,1809.32,1907.46,2009.74,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-29,1973.09,1974.39,1958.69,1964.45,30.09701262410576,2009.74,1809.32,1918.2,2009.74,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-30,1964.0,1984.28,1955.41,1979.88,30.035661992900465,2009.74,1811.93,1934.24,2009.74,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-03-31,1980.35,1987.64,1966.82,1969.37,29.57487889325545,2009.74,1827.43,1934.24,2003.35,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-03,1972.29,1990.46,1949.73,1984.2,30.132634948592674,2009.74,1871.5,1934.24,2003.35,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-04,1984.15,2024.94,1976.76,2020.46,31.035003201163043,2009.74,1885.67,1943.89,2003.35,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.004027710233821261,0.004027710233821261,0.0,0.01,0.24746839828553893,10.0,62.07000640232605,100.0
2023-04-05,2020.12,2032.08,2009.84,2020.38,30.595253041104893,2024.94,1885.67,1943.89,2024.94,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-06,2020.79,2021.38,2000.77,2007.57,30.095990389049653,2032.08,1907.46,1943.89,2032.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-10,1989.15,2006.58,1981.58,1991.26,29.890690869597172,2032.08,1918.2,1949.06,2032.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-11,1991.28,2007.43,1988.79,2003.38,29.328156326117316,2032.08,1934.24,1949.73,2032.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-12,2003.39,2028.25,2001.05,2014.82,29.221748509811455,2032.08,1934.24,1949.73,2032.08,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-13,2013.36,2048.62,2013.36,2040.63,29.523661084320885,2032.08,1934.24,1949.73,2032.08,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.004233892254859398,0.004233892254859398,0.0,0.01,0.24502237054243053,10.0,59.04732216864181,100.0
2023-04-14,2040.15,2047.42,1992.37,2004.63,30.799978030104846,2048.62,1943.89,1949.73,2048.62,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-17,1999.23,2014.98,1981.1,1995.14,30.95397912859961,2048.62,1943.89,1976.76,2048.62,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-18,1995.01,2011.78,1991.14,2004.81,30.438280172169623,2048.62,1943.89,1981.1,2048.62,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
2023-04-19,2005.11,2008.14,1969.14,1994.97,30.866366163561146,2048.62,1949.06,1981.1,2048.62,True,False,False,False,no_entry_signal,,,,,0.01,,,,100.0
