date,open,high,low,close,atr,long_entry_level,short_entry_level,long_exit_level,short_exit_level,warmup_ready,long_entry_signal,short_entry_signal,entry_signal,audit_action,rejection_reason,raw_lots,capped_lots,stepped_lots,min_lot,max_lots_by_leverage,max_by_position,open_risk_at_min_lot,max_open_risk_dollars,direction
2025-02-10,2861.39,2911.48,2860.08,2907.48,34.78605227808542,2886.68,2689.28,2744.76,2886.68,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.003593394243207865,0.003593394243207865,0.0,0.01,0.17197022851403965,10.0,69.57210455617087,100.0,long
2025-03-13,2934.92,2988.36,2932.81,2987.96,39.56647900370989,2956.11,2832.56,2858.83,2940.45,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.003159239920951257,0.003159239920951257,0.0,0.01,0.16733825084673154,10.0,79.1329580074198,100.0,long
2025-03-18,3000.96,3038.2,2999.23,3034.46,37.99342118580575,3004.87,2832.56,2880.12,3004.87,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.003290043278511062,0.003290043278511062,0.0,0.01,0.16477396307745035,10.0,75.9868423716116,100.0,long
2025-03-19,3033.63,3052.12,3022.72,3046.89,37.56375012651547,3038.2,2832.56,2880.12,3038.2,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.003327676272443445,0.003327676272443445,0.0,0.01,0.16410175621699502,10.0,75.12750025303103,100.0,long
2025-03-28,3055.92,3086.7,3054.07,3083.92,36.26555981346864,3059.79,2880.12,2999.23,3059.79,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0034467963721761257,0.0034467963721761257,0.0,0.01,0.16213131339334352,10.0,72.5311196269372,100.0,long
2025-03-31,3092.41,3127.85,3076.62,3123.76,37.01378182279521,3086.7,2880.12,2999.31,3086.7,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.003377120462816848,0.003377120462816848,0.0,0.01,0.16006351320203857,10.0,74.02756364559036,100.0,long
2025-04-10,3080.18,3176.27,3071.21,3174.62,54.743066037026225,3167.45,2956.36,2956.36,3167.45,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0022833942095142157,0.0022833942095142157,0.0,0.01,0.15749916525442414,10.0,109.48613207405242,100.0,long
2025-04-11,3179.33,3245.28,3177.1,3237.9,55.538912735174925,3176.27,2956.36,2956.36,3176.27,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.002250674236206873,0.002250674236206873,0.0,0.01,0.154421075388369,10.0,111.07782547035004,100.0,long
2025-04-16,3230.74,3342.37,3230.65,3341.26,56.690690306320604,3245.63,2956.36,2956.36,3245.63,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0022049475729538507,0.0022049475729538507,0.0,0.01,0.14964414622028815,10.0,113.38138061264135,100.0,long
2025-04-21,3331.8,3430.45,3331.22,3425.81,59.82987300145434,3357.59,2956.36,2969.9,3357.59,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0020892573179448586,0.0020892573179448586,0.0,0.01,0.1459508846083116,10.0,119.65974600290883,100.0,long
2025-05-14,3251.75,3256.99,3167.93,3179.16,76.02144919320745,3434.4,3201.8,3207.67,3434.4,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.001644272785201901,0.001644272785201901,0.0,0.01,0.15727424854364047,10.0,152.0428983864149,100.0,short
2025-06-02,3303.05,3382.69,3299.79,3382.27,72.93378563591392,3365.87,3120.68,3245.42,3365.87,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.001713883338292641,0.001713883338292641,0.0,0.01,0.1478297119981551,10.0,145.86757127182773,100.0,long
2025-06-13,3383.83,3446.7,3379.41,3432.45,66.47833450848623,3403.42,3245.42,3293.35,3403.42,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.001880311847825298,0.001880311847825298,0.0,0.01,0.14566854579090738,10.0,132.95666901697223,100.0,long
2025-06-27,3325.2,3325.25,3256.01,3274.48,59.00013452205802,3451.13,3293.35,3295.36,3403.16,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0021186392372252475,0.0021186392372252475,0.0,0.01,0.15269600058635263,10.0,118.00026904411607,100.0,short
2025-07-21,3348.95,3401.37,3344.86,3397.19,50.22002894150203,3377.39,3248.96,3282.6,3377.39,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.002489046753549349,0.002489046753549349,0.0,0.01,0.1471804638539499,10.0,100.4400578830041,100.0,long
2025-07-22,3398.78,3433.32,3383.24,3429.31,50.213027494426946,3401.37,3282.6,3309.66,3401.37,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.00248939381346551,0.00248939381346551,0.0,0.01,0.14580192516861992,10.0,100.42605498885405,100.0,long
2025-07-30,3327.41,3333.91,3267.98,3275.67,49.41609219128965,3438.75,3282.6,3301.71,3438.75,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0025295403674601607,0.0025295403674601607,0.0,0.01,0.15264052850256588,10.0,98.83218438257927,100.0,short
2025-08-28,3397.92,3422.99,3384.42,3417.12,40.60435889741131,3407.62,3311.36,3311.36,3398.75,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0030784872214290582,0.0030784872214290582,0.0,0.01,0.14632204897691622,10.0,81.2087177948224,100.0,long
2025-08-29,3416.35,3453.75,3404.19,3447.37,41.05214095254074,3422.99,3311.36,3311.36,3422.99,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0030449081850446994,0.0030449081850446994,0.0,0.01,0.1450381015092665,10.0,82.10428190508128,100.0,long
2025-09-01,3445.81,3489.79,3436.97,3475.69,41.64053390491371,3453.75,3311.36,3311.36,3453.75,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0030018827396747095,0.0030018827396747095,0.0,0.01,0.1438563278082913,10.0,83.28106780982762,100.0,long
2025-09-02,3475.85,3539.88,3470.09,3534.2,43.04800720966802,3489.79,3311.36,3321.34,3489.79,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0029037348788569853,0.0029037348788569853,0.0,0.01,0.14147473261275537,10.0,86.09601441933592,100.0,long
2025-09-03,3532.73,3578.3,3526.19,3560.35,43.50110684918463,3539.88,3311.36,3321.34,3539.88,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.002873490102984424,0.002873490102984424,0.0,0.01,0.14043563132838063,10.0,87.00221369836936,100.0,long
2025-09-05,3545.33,3599.99,3539.91,3587.08,44.76794893138914,3578.3,3311.36,3351.2,3578.3,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.002792176165845203,0.002792176165845203,0.0,0.01,0.13938914102835734,10.0,89.53589786277826,100.0,long
2025-09-08,3591.81,3646.23,3579.42,3636.56,45.87005148481968,3599.99,3311.36,3373.7,3599.99,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.002725089594489941,0.002725089594489941,0.0,0.01,0.13749257540092835,10.0,91.74010296963934,100.0,long
2025-09-15,3644.5,3685.42,3626.49,3680.2,44.90680685672202,3674.72,3351.2,3511.31,3674.72,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0027835423791947693,0.0027835423791947693,0.0,0.01,0.13586218140318462,10.0,89.81361371344383,100.0,long
2025-09-16,3679.59,3702.98,3674.61,3689.95,44.079966513885914,3685.42,3351.2,3511.31,3685.42,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.002835755330272834,0.002835755330272834,0.0,0.01,0.1355031911001504,10.0,88.15993302777179,100.0,long
2025-09-22,3687.88,3748.69,3683.7,3746.76,46.334977100350805,3707.4,3436.97,3612.15,3707.4,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.002697746018720998,0.002697746018720998,0.0,0.01,0.13344863295220405,10.0,92.6699542007018,100.0,long
2025-09-23,3746.72,3790.94,3736.59,3763.33,46.73572824533326,3748.69,3470.09,3612.15,3748.69,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0026746132925077873,0.0026746132925077873,0.0,0.01,0.13286105656426622,10.0,93.4714564906667,100.0,long
2025-09-29,3764.7,3833.38,3763.2,3832.44,48.45559675412551,3790.94,3579.42,3627.87,3790.94,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0025796813654834928,0.0025796813654834928,0.0,0.01,0.1304651866695891,10.0,96.91119350825102,100.0,long
2025-09-30,3832.02,3871.51,3793.05,3859.34,49.95581691641924,3833.38,3612.15,3627.87,3833.38,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0025022111080504742,0.0025022111080504742,0.0,0.01,0.12955583078972052,10.0,99.91163383283856,100.0,long
2025-10-06,3888.42,3969.91,3884.01,3960.93,52.828515477279154,3897.09,3626.49,3717.41,3897.09,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0023661463675571357,0.0023661463675571357,0.0,0.01,0.12623298063838542,10.0,105.65703095455821,100.0,long
2025-10-07,3960.47,3990.91,3940.6,3985.97,52.7025897034152,3969.91,3627.87,3721.95,3969.91,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.002371799957145177,0.002371799957145177,0.0,0.01,0.12543998073241897,10.0,105.4051794068305,100.0,long
2025-10-08,3986.07,4059.04,3984.4,4040.76,53.79946021824444,3990.91,3627.87,3734.35,3990.91,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.002323443385731407,0.002323443385731407,0.0,0.01,0.12373909858541463,10.0,107.59892043648871,100.0,long
2025-10-13,4013.92,4116.78,4007.8,4111.97,60.303175954617316,4059.04,3683.7,3819.3,4059.04,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0020728593149732595,0.0020728593149732595,0.0,0.01,0.12159621787123934,10.0,120.6063519092345,100.0,long
2025-10-14,4112.76,4179.5,4089.85,4144.29,61.770517156886456,4116.78,3717.41,3819.3,4116.78,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0020236191269456523,0.0020236191269456523,0.0,0.01,0.12064792763054709,10.0,123.5410343137728,100.0,long
2025-10-15,4140.57,4218.06,4140.42,4206.82,62.56399129904215,4179.5,3717.41,3837.92,4179.5,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0019979543728680517,0.0019979543728680517,0.0,0.01,0.11885462178082257,10.0,125.12798259808416,100.0,long
2025-10-16,4212.57,4330.54,4199.47,4329.24,65.98929173409003,4218.06,3721.95,3884.01,4218.06,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0018942467287525844,0.0018942467287525844,0.0,0.01,0.11549371252229029,10.0,131.97858346817975,100.0,long
2025-11-12,4130.57,4211.59,4098.71,4196.49,89.24555627470605,4161.17,3886.46,3928.62,4148.76,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0014006299609499713,0.0014006299609499713,0.0,0.01,0.11914719205812477,10.0,178.49111254941226,100.0,long
2025-12-11,4228.32,4285.77,4204.07,4282.17,74.41456542590154,4264.41,4022.21,4163.43,4264.41,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0016797786734973142,0.0016797786734973142,0.0,0.01,0.11676322985775903,10.0,148.8291308518028,100.0,long
2025-12-12,4282.58,4353.51,4257.67,4300.04,75.48583715460647,4285.77,4022.21,4163.43,4285.77,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.001655939772436795,0.001655939772436795,0.0,0.01,0.11627798811173849,10.0,150.97167430921309,100.0,long
2025-12-22,4340.73,4449.08,4339.58,4444.87,73.35177241189056,4374.38,4163.43,4181.78,4374.38,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0017041169680003137,0.0017041169680003137,0.0,0.01,0.11248922915630828,10.0,146.70354482378116,100.0,long
2025-12-23,4449.41,4499.63,4430.29,4487.33,73.15118379129605,4449.08,4163.43,4204.07,4449.08,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0017087898448319193,0.0017087898448319193,0.0,0.01,0.11142483392128504,10.0,146.30236758259252,100.0,long
2025-12-26,4486.56,4549.63,4481.93,4531.07,73.20231837164467,4525.45,4169.79,4271.32,4525.45,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0017075961906750136,0.0017075961906750136,0.0,0.01,0.11034921111348975,10.0,146.4046367432893,100.0,long
2026-01-12,4521.2,4630.04,4520.93,4592.23,84.27335247324498,4549.63,4274.42,4274.42,4517.07,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0014832683918642596,0.0014832683918642596,0.0,0.01,0.10887956395912227,10.0,168.54670494648963,100.0,long
2026-01-19,4648.81,4690.57,4646.04,4669.03,81.0755641580154,4642.78,4274.42,4407.59,4642.78,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.001541771571966818,0.001541771571966818,0.0,0.01,0.10708862440378408,10.0,162.15112831603074,100.0,long
2026-01-20,4668.5,4766.1,4659.28,4762.19,82.36278595011466,4690.57,4274.42,4407.59,4690.57,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.001517675714317262,0.001517675714317262,0.0,0.01,0.1049937108767185,10.0,164.72557190022962,100.0,long
2026-01-21,4762.01,4888.1,4755.35,4829.41,84.88214665260892,4766.1,4274.42,4452.74,4766.1,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.001472630051541681,0.001472630051541681,0.0,0.01,0.10353231554165002,10.0,169.7642933052175,100.0,long
2026-01-22,4815.83,4940.67,4772.07,4935.57,89.0680393199785,4888.1,4274.42,4520.93,4888.1,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0014034214849047628,0.0014034214849047628,0.0,0.01,0.10130542166355659,10.0,178.1360786399573,100.0,long
2026-01-23,4951.92,4989.55,4899.55,4985.95,89.11463735397957,4940.67,4309.55,4536.41,4940.67,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0014026876359657641,0.0014026876359657641,0.0,0.01,0.1002817918350565,10.0,178.22927470795912,100.0,long
2026-01-26,5013.95,5110.86,4989.79,5011.87,90.90440548628058,4989.55,4349.73,4536.41,4989.55,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.001375070870672656,0.001375070870672656,0.0,0.01,0.09976316225281183,10.0,181.80881097256133,100.0,long
2026-01-27,5034.68,5190.3,5013.53,5176.36,95.28068521196657,5110.86,4407.59,4536.41,5110.86,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0013119133192831078,0.0013119133192831078,0.0,0.01,0.09659297266805246,10.0,190.5613704239331,100.0,long
2026-01-28,5182.26,5410.55,5157.21,5410.55,103.18365095136824,5190.3,4407.59,4536.41,5190.3,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0012114322263990648,0.0012114322263990648,0.0,0.01,0.09241204683442533,10.0,206.36730190273647,100.0,long
2026-02-23,5117.51,5237.63,5117.44,5228.89,164.5212174946352,5118.79,4402.35,4842.16,5118.79,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0007597804216594499,0.0007597804216594499,0.0,0.01,0.09562258911547192,10.0,329.0424349892701,100.0,long
2026-02-27,5181.77,5280.17,5166.74,5279.13,153.98438028198973,5249.44,4655.15,4842.16,5249.44,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0008117706469389234,0.0008117706469389234,0.0,0.01,0.09471257574638245,10.0,307.96876056397923,100.0,long
2026-03-02,5356.13,5418.87,5260.28,5324.35,154.21466126789025,5280.17,4842.16,4853.94,5280.17,True,True,False,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0008105584707206229,0.0008105584707206229,0.0,0.01,0.09390817658493525,10.0,308.42932253578056,100.0,long
2026-03-18,5000.91,5016.23,4806.85,4817.41,146.6139916558987,5418.87,4967.11,4967.11,5238.46,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.000852578929120036,0.000852578929120036,0.0,0.01,0.10379021092246664,10.0,293.2279833117973,100.0,short
2026-03-19,4825.5,4867.05,4502.4,4657.49,157.5157920731038,5418.87,4806.85,4806.85,5238.46,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0007935712245410093,0.0007935712245410093,0.0,0.01,0.10735396103910046,10.0,315.03158414620793,100.0,short
2026-03-20,4659.2,4735.63,4477.25,4495.63,162.55900246944861,5418.87,4502.4,4502.4,5238.46,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0007689515689756557,0.0007689515689756557,0.0,0.01,0.11121911723162271,10.0,325.1180049388977,100.0,short
2026-03-23,4475.54,4536.16,4098.85,4408.04,176.29655234597618,5418.87,4477.25,4477.25,5223.15,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0007090325836587639,0.0007090325836587639,0.0,0.01,0.11342909773958494,10.0,352.59310469195225,100.0,short
2026-04-28,4682.45,4701.19,4554.8,4595.79,132.94077090358678,4889.45,4607.54,4657.6,4889.45,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.00094026835522606,0.00094026835522606,0.0,0.01,0.10879522345450945,10.0,265.88154180717356,100.0,short
2026-04-29,4598.48,4610.18,4510.13,4542.41,131.29623235840745,4889.45,4554.8,4554.8,4889.45,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0009520455976130356,0.0009520455976130356,0.0,0.01,0.11007372738260086,10.0,262.5924647168149,100.0,short
2026-06-05,4473.7,4481.4,4311.68,4327.54,110.30898907092384,4665.15,4366.39,4366.39,4595.24,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.00113318054179275,0.00113318054179275,0.0,0.01,0.11553908224996187,10.0,220.61797814184777,100.0,short
2026-06-09,4326.68,4363.55,4236.65,4260.07,109.9306626365088,4595.24,4268.41,4268.41,4595.24,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0011370803832350099,0.0011370803832350099,0.0,0.01,0.11736896342078885,10.0,219.86132527301746,100.0,short
2026-06-10,4255.13,4257.32,4067.04,4068.9,114.08562950468335,4595.24,4236.65,4236.65,4595.24,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0010956682322103381,0.0010956682322103381,0.0,0.01,0.12288333456216669,10.0,228.1712590093671,100.0,short
2026-06-24,4111.35,4115.01,3959.1,3999.28,116.2199890544882,4515.35,4023.76,4090.8,4382.38,True,False,True,True,rejected,volatility-adjusted position size floors below 0.01 minimum lot,0.0010755464788539553,0.0010755464788539553,0.0,0.01,0.12502250405072912,10.0,232.43997810897645,100.0,short
