symbol,direction,entry_time,exit_time,entry_price,exit_price,lots,stop_price,pyramid_index,exit_reason,gross_pl,commission,net_pl
XAGUSD.var,short,2021-07-27,2021-08-04,24.721223644352907,25.87462725941182,0.47,25.84962725941182,1,stop,-54.20996990776891,4.699999999999999,-58.90996990776891
XAGUSD.var,short,2022-08-29,2022-09-12,18.62268029000584,19.708199516656936,0.49,19.683199516656938,1,stop,-53.19044210590378,4.9,-58.090442105903776
XAGUSD.var,short,2020-11-30,2020-12-01,22.034058152230735,23.747903079615444,0.32,23.722903079615445,1,stop,-54.8430376763107,3.2,-58.0430376763107
XAGUSD.var,short,2020-11-27,2020-12-04,22.658,24.36941571303654,0.32,24.34441571303654,0,stop,-54.76530281716919,3.2,-57.965302817169196
XAGUSD.var,long,2021-12-28,2022-01-06,23.291698934658104,22.2371684422365,0.5,22.262168442236497,1,stop,-52.72652462108027,5.0,-57.72652462108027
XAGUSD.var,long,2021-11-11,2021-11-23,25.256,24.057775874971245,0.44,24.082775874971244,0,stop,-52.721861501265224,4.4,-57.12186150126522
XAGUSD.var,long,2022-01-19,2022-01-27,23.86696843306814,22.777052611553103,0.48,22.8020526115531,1,stop,-52.31595943272185,4.800000000000001,-57.11595943272185
XAGUSD.var,long,2022-08-10,2022-08-18,20.782951524035006,19.61574745994165,0.45,19.64074745994165,1,stop,-52.524182884200954,4.5,-57.024182884200954
XAGUSD.var,long,2020-11-05,2020-11-23,25.381999999999998,23.40950524116443,0.27,23.43450524116443,0,stop,-53.25735848856029,2.7,-55.957358488560295
XAUUSD.var,long,2021-01-04,2021-01-08,1943.14,1887.6295314006097,0.01,1887.8795314006097,0,stop,-55.510468599390386,0.1,-55.61046859939039
