candidate_id,label,symbol,expectancy,profit_factor,win_rate,max_drawdown_pct,net_profit,trade_count,max_exposure_pct,positive_expectancy,drawdown_gate_passed
base,Base,XAUUSD.var,7.196585373840562,1.365755462459326,0.3081761006289308,0.07792302073418378,1144.2570744406512,159,0.591277845575999,True,True
base,Base,XAGUSD.var,2.809320275348191,1.0973517709382026,0.3333333333333333,0.11549914463738546,126.4194123906691,45,0.24287820843683655,True,True
lower_risk,Lower-risk,XAUUSD.var,25.141784220794943,3.673685408402931,0.5492957746478874,0.04799653608213347,1785.0666796764453,71,0.5422794309939445,True,True
lower_risk,Lower-risk,XAGUSD.var,3.3558906520321563,1.2381837912378826,0.32857142857142857,0.10004908301077695,234.91234564225124,70,0.22417871404537076,True,True
wider_pyramid,Wider pyramid,XAUUSD.var,10.436294134782957,1.5390966638755519,0.3472222222222222,0.07187973569214158,1502.826355408748,144,0.5816030613227706,True,True
wider_pyramid,Wider pyramid,XAGUSD.var,5.698033137404991,1.2037510298607241,0.34146341463414637,0.10647542466377749,233.61935863360486,41,0.23497048759586192,True,True
lower_stop,Lower stop,XAUUSD.var,9.607347800654114,1.5662103048165046,0.3465909090909091,0.07340326795170721,1690.8932129151272,176,0.6813596666057591,True,True
lower_stop,Lower stop,XAGUSD.var,3.8453061279965595,1.1382138337543986,0.3333333333333333,0.11134162257683926,173.03877575984552,45,0.24240026814982837,True,True
