candidate_id,label,entry_window,exit_window,atr_period,stop_atr_multiplier,pyramid_atr_interval,risk_per_unit_pct,max_total_lots,max_account_leverage,max_open_risk_pct,symbol_drawdown_pause_pct,expectancy,profit_factor,win_rate,max_drawdown_pct,net_profit,trade_count,max_exposure_pct,drawdown_gate_passed
base,Base,15,8,20,2.0,0.75,0.0025,10.0,5.0,0.01,,6.228806307996658,1.2870249537219414,0.3137254901960784,0.08126232884133097,1270.6764868313185,204,0.7114880333825541,True
lower_risk,Lower-risk,15,8,20,2.0,0.75,0.00125,10.0,5.0,0.01,,14.326092378146747,2.221337151281326,0.4397163120567376,0.04868402305339984,2019.9790253186948,141,0.5948245413762165,True
wider_pyramid,Wider pyramid,15,8,20,2.0,1.0,0.0025,10.0,5.0,0.01,,9.386193048877567,1.44136443645014,0.34594594594594597,0.07406272128430563,1736.4457140423547,185,0.7018032740810309,True
lower_stop,Lower stop,15,8,20,1.75,0.75,0.0025,10.0,5.0,0.01,,8.434081396719318,1.439783089422779,0.3438914027149321,0.07713474686658606,1863.9319886749727,221,0.770315115711372,True
