exit_time,net_pl,return
2014,-149.0414882037426,-0.00745207441018713
2015,231.00443041548283,0.011550221520774142
2016,10.707604869315063,0.0005353802434657531
2017,-256.1180084162071,-0.012805900420810354
2018,287.51919430150264,0.014375959715075132
2019,885.9191086627752,0.04429595543313876
2020,940.2542831920032,0.04701271415960016
2021,-510.1870269348746,-0.02550935134674373
2022,423.87389078871456,0.021193694539435728
