symbol,direction,entry_time,exit_time,entry_price,exit_price,lots,stop_price,pyramid_index,exit_reason,gross_pl,commission,net_pl
XAGUSD.var,short,2021-07-27,2021-07-29,24.721223644352907,25.736701807529453,0.47,25.711701807529455,1,stop,-47.72747366929765,4.699999999999999,-52.427473669297655
XAGUSD.var,short,2021-09-17,2021-10-14,22.427605947460425,23.49119207005277,0.45,23.46619207005277,1,stop,-47.86137551665549,4.5,-52.36137551665549
XAGUSD.var,long,2022-08-10,2022-08-17,20.782951524035006,19.75539796795332,0.46,19.78039796795332,1,stop,-47.267463579757504,4.6000000000000005,-51.867463579757505
XAGUSD.var,long,2021-12-23,2022-01-06,22.915,21.98002791593473,0.5,22.00502791593473,0,stop,-46.74860420326343,5.0,-51.74860420326343
XAGUSD.var,short,2022-08-29,2022-09-12,18.62268029000584,19.57875961332555,0.49,19.55375961332555,1,stop,-46.84788684266577,4.9,-51.74788684266577
XAGUSD.var,long,2022-01-18,2022-01-27,23.477,22.545261743341413,0.5,22.570261743341412,0,stop,-46.58691283292935,5.0,-51.58691283292935
XAGUSD.var,long,2021-12-28,2022-01-06,23.291698934658104,22.362734753789198,0.5,22.387734753789196,1,stop,-46.44820904344531,5.0,-51.44820904344531
XAGUSD.var,short,2020-11-30,2020-12-01,22.034058152230735,23.539922463692356,0.32,23.514922463692358,1,stop,-48.187657966771894,3.2,-51.3876579667719
XAGUSD.var,short,2020-11-27,2020-12-02,22.658,24.16173874890697,0.32,24.13673874890697,0,stop,-48.119639965023,3.2,-51.319639965023
XAGUSD.var,long,2022-01-19,2022-01-27,23.86696843306814,22.907042089242484,0.48,22.932042089242483,1,stop,-46.07646450363154,4.800000000000001,-50.87646450363154
