time,rolling_profit_factor,rolling_expectancy,rolling_win_rate
2015-01-29,0.8311856789672658,-2.3952963083570116,0.3333333333333333
2015-04-14,0.9094369246121595,-1.297273947744417,0.3333333333333333
2015-04-24,0.9343668681381302,-0.9150794778402342,0.3333333333333333
2015-04-30,0.8820017387779916,-1.7428470842149741,0.3333333333333333
2015-05-21,0.8574400427894189,-2.1659424482308123,0.3333333333333333
2015-05-26,0.8577842205387207,-2.1598463199995828,0.3333333333333333
2015-06-10,0.8639146249219652,-2.0520774418810666,0.3333333333333333
2015-06-18,0.8129489299826956,-2.9635370468011417,0.3
2015-10-23,0.861544859028196,-2.26551676463094,0.3
2015-10-28,0.8894209027436957,-1.7526766374472942,0.3
2015-10-28,0.8998468671252634,-1.5690327889022826,0.3
2016-10-19,0.9331964572910236,-1.4318868410633836,0.23333333333333334
2016-10-19,0.9672612909106494,-0.6770177073729752,0.23333333333333334
2016-10-19,0.9853472019847339,-0.29744971710724144,0.23333333333333334
2016-11-08,0.9837833341863125,-0.32971931645111946,0.23333333333333334
2016-11-10,0.9728299624926215,-0.5586445737738378,0.23333333333333334
2016-11-10,0.9613442829350507,-0.8042981519731427,0.23333333333333334
2017-03-02,0.9574810168500983,-0.8727149206946725,0.23333333333333334
2017-03-07,0.9900058556719994,-0.19839355393881491,0.23333333333333334
2017-03-15,0.7962743815562412,-4.046735311204964,0.2
2017-03-16,0.42334976580171185,-11.920266270732201,0.16666666666666666
2017-04-25,0.28236002368817936,-14.83474573811982,0.16666666666666666
2017-04-25,0.3001418454019184,-13.61006415480689,0.16666666666666666
2017-04-25,0.3133685398916549,-12.789247663585126,0.16666666666666666
2017-05-17,0.3186217463003368,-12.48215435652386,0.16666666666666666
2017-05-17,0.32412812921317,-12.170946203396333,0.16666666666666666
2017-05-17,0.3217192821530736,-12.305777933450702,0.16666666666666666
2017-06-12,0.3264002468232691,-12.045591596248459,0.16666666666666666
2017-06-15,0.30859412564072713,-13.077420965431543,0.16666666666666666
2017-06-15,0.3153736218938316,-12.670826841283297,0.16666666666666666
2017-07-17,0.3560777572636489,-11.089244550301828,0.2
2017-07-17,0.38189254907769055,-9.925129307485326,0.2
2017-07-17,0.39023789453415325,-9.581739757937887,0.2
2017-09-18,0.6518735279546113,-5.126867723500639,0.23333333333333334
2017-09-18,0.9062805513707727,-1.2903520692488664,0.26666666666666666
2017-10-12,0.857508883729319,-2.0734344911297597,0.26666666666666666
2017-10-13,0.8593553563004152,-2.042168471056274,0.26666666666666666
2017-10-13,0.8620113770668328,-1.9974294127916445,0.26666666666666666
2017-11-30,0.8240018278761769,-2.6651468283423543,0.26666666666666666
2017-12-20,0.8117195142227287,-2.8942795848641247,0.26666666666666666
2017-12-20,0.6656122092034457,-5.144612918197457,0.23333333333333334
2017-12-20,0.5400695428447033,-7.226426643354723,0.2
2018-02-06,0.5948648658971317,-6.365482610888537,0.2
2018-02-06,0.6659760983697576,-5.073207780974268,0.23333333333333334
2018-02-06,0.8283613816633417,-2.606874447640931,0.23333333333333334
2018-02-14,0.7906946155637378,-3.330401308921992,0.23333333333333334
2018-02-14,0.7884297196209531,-3.376110278918674,0.23333333333333334
2018-03-29,0.7871478422730778,-3.4020970383759495,0.23333333333333334
2021-09-16,0.9708763618729372,-0.7623758924702185,0.3333333333333333
2021-10-08,0.4441026979349495,-15.296791652124053,0.3
2021-10-14,0.45203190848579916,-14.814103495398228,0.3
2021-10-14,0.4509361645886886,-14.879795739538972,0.3
2021-11-02,0.47314951283637563,-13.607495063096577,0.3
2021-11-02,0.48454322914447556,-13.000166548683827,0.3
2021-11-03,0.4922531011795218,-12.60514992149303,0.3
2021-11-03,0.5112683058699034,-11.681828589325596,0.3
2021-11-22,0.5097949016598233,-11.750910882296942,0.3
2021-11-22,0.5371461333665954,-10.530297453255042,0.3
2021-11-22,0.5164817142298714,-11.44055648088442,0.3
2021-12-16,0.533784254612193,-10.673586512239815,0.3
2021-12-16,0.49109931492533604,-12.297260584938954,0.26666666666666666
2021-12-22,0.459268693715059,-13.06642725160562,0.26666666666666666
2021-12-22,0.4571833104660238,-13.176649902870956,0.26666666666666666
2022-01-06,0.44279344107356544,-13.965523621830245,0.26666666666666666
2022-01-06,0.3024124711726589,-18.288335493073262,0.23333333333333334
2022-01-06,0.14795950572863725,-23.80728896651538,0.2
2022-01-27,0.12520666456148924,-25.447255604985852,0.16666666666666666
2022-01-27,0.08256506470174316,-28.243537755106907,0.13333333333333333
2022-01-27,0.08047393143535651,-29.043501516204554,0.13333333333333333
2022-03-15,0.09844959633825306,-28.47573484953788,0.13333333333333333
2022-03-15,0.1111766801863454,-27.855075252271703,0.16666666666666666
2022-03-15,0.14693167198787518,-25.243732616559207,0.2
2022-03-15,0.22203606868286005,-21.9766777412156,0.23333333333333334
2022-03-15,0.2862944862615828,-19.132957934238203,0.26666666666666666
2022-04-21,0.21563329375358317,-22.31229194989286,0.23333333333333334
2022-07-28,0.2786775900636378,-20.518918093196326,0.23333333333333334
2022-07-28,0.4509257872590507,-14.933866180166396,0.26666666666666666
2022-07-28,0.5376811664333727,-11.79591036150949,0.3
2022-07-28,0.7258228498375368,-6.631946875374031,0.3333333333333333
2022-08-17,0.7143396328315682,-7.020784791084185,0.3333333333333333
2022-08-17,0.7263316459645498,-6.615002771277992,0.3333333333333333
2022-08-17,0.7777966558551811,-5.0156235873894754,0.3333333333333333
2022-08-18,0.743400086801052,-6.060023587389477,0.3333333333333333
2022-09-12,0.7333689918323352,-6.383054145885881,0.3333333333333333
2022-09-12,0.7211086348982004,-6.790078402273139,0.3333333333333333
2022-10-03,0.8127956568997116,-4.410411735606475,0.36666666666666664
2022-10-03,0.9234820056192324,-1.6731264630634413,0.4
2022-10-03,0.9675762510514837,-0.6942397238507534,0.43333333333333335
2022-10-05,0.9393438766644633,-1.3377700649924775,0.43333333333333335
2022-10-10,0.9052138068053844,-2.169328611067321,0.43333333333333335
